bnum	seqid	name	start	stop	strand	length	PID	description	operon_id	type
878	b0878	b0878	918431	919573	+	381	1787104	putative membrane protein	531	ORF
879	b0879	ybjZ	919570	921516	+	649	1787105	putative ATP-binding component of a transport system	531	ORF
880	b0880	cspD	921589	921813	-	75	1787107	cold shock protein	532	ORF
881	b0881	yljA	922136	922456	+	107	1787108	orf, hypothetical protein	533	ORF
882	b0882	clpA	922487	924763	+	759	1787109	ATP-binding component of serine protease	533	ORF
883	b0883	serW	925107	925194	-	0	0	tRNA-Ser	0	tRNA
884	b0884	infA	925448	925666	-	73	1787110	protein chain initiation factor IF-1	534	ORF
885	b0885	aat	925951	926655	-	235	1787111	leucyl, phenylalanyl-tRNA-protein transferase	535	ORF
886	b0886	cydC	926697	928418	-	574	1787112	ATP-binding component of cytochrome-related transport	536	ORF
887	b0887	cydD	928419	930185	-	589	1787113	ATP-binding component of cytochrome-related transport, Zn sensitive	536	ORF
888	b0888	trxB	930308	931273	-	322	1787114	thioredoxin reductase	537	ORF
889	b0889	lrp	931818	932312	+	165	1787116	regulator for leucine (or lrp) regulon and high-affinity branched-chain amino acid transport system	538	ORF
890	b0890	ftsK	932447	936436	+	1330	1787117	cell division protein	539	ORF
891	b0891	lolA	936592	937206	+	205	1787118	periplasmic protein effects translocation of lipoproteins from inner membrane to outer	540	ORF
892	b0892	ycaJ	937217	938560	+	448	1787119	putative polynucleotide enzyme	540	ORF
893	b0893	serS	938651	939943	+	431	1787120	serine tRNA synthetase; also charges selenocystein tRNA with serine	541	ORF
894	b0894	dmsA	940269	942626	+	786	1787121	anaerobic dimethyl sulfoxide reductase subunit A	542	ORF
895	b0895	dmsB	942637	943254	+	206	1787122	anaerobic dimethyl sulfoxide reductase subunit B	542	ORF
896	b0896	dmsC	943256	944119	+	288	1787123	anaerobic dimethyl sulfoxide reductase subunit C	542	ORF
897	b0897	ycaC	944154	944780	-	209	1787124	orf, hypothetical protein	543	ORF
898	b0898	ycaD	945094	946242	+	383	1787126	putative transport	544	ORF
899	b0899	b0899	946260	947882	+	541	1787127	putative transport	544	ORF
900	b0900	ycaN	947883	948791	-	303	1787128	putative transcriptional regulator LYSR-type	545	ORF
901	b0901	ycaK	948891	949481	+	197	1787129	orf, hypothetical protein	546	ORF
902	b0902	pflA	949563	950303	-	247	1787130	pyruvate formate lyase activating enzyme 1	547	ORF
903	b0903	pflB	950495	952777	-	761	1787131	formate acetyltransferase 1	547	ORF
904	b0904	focA	952832	953689	-	286	1787132	probable formate transporter (formate channel 1)	548	ORF
905	b0905	ycaO	954095	955864	-	590	1787133	orf, hypothetical protein	549	ORF
906	b0906	ycaP	955985	956677	+	231	1787135	orf, hypothetical protein	550	ORF
907	b0907	serC	956876	957964	+	363	1787136	3-phosphoserine aminotransferase	551	ORF
908	b0908	aroA	958035	959318	+	428	1787137	5-enolpyruvylshikimate-3-phosphate synthetase	551	ORF
909	b0909	ycaL	959463	960251	+	263	1787138	putative heat shock protein	552	ORF
910	b0910	cmk	960424	961107	+	228	1787139	cytidylate kinase	553	ORF
911	b0911	rpsA	961218	962891	+	558	1787140	30S ribosomal subunit protein S1	554	ORF
912	b0912	himD	963051	963335	+	95	1787141	integration host factor (IHF), beta subunit; site-specific recombination	555	ORF
913	b0913	ycaI	963465	965807	+	781	1787142	orf, hypothetical protein	556	ORF
914	b0914	msbA	965844	967592	+	583	1787143	ATP-binding transport protein; multicopy suppressor of htrB	556	ORF
915	b0915	ycaH	967589	968575	+	329	1787144	putative EC 1.2 enzyme	556	ORF
916	b0916	ycaQ	968612	969844	+	411	1787145	orf, hypothetical protein	556	ORF
917	b0917	ycaR	969896	970078	+	61	1787146	orf, hypothetical protein	557	ORF
918	b0918	kdsB	970075	970821	+	249	1787147	CTP:CMP-3-deoxy-D-manno-octulosonate transferase	557	ORF
919	b0919	b0919	970975	971868	+	298	1787149	orf, hypothetical protein	558	ORF
920	b0920	ycbC	971845	972624	-	260	1787150	orf, hypothetical protein	559	ORF
921	b0921	smtA	972760	973545	+	262	1787151	S-adenosylmethionine-dependent methyltransferase	560	ORF
922	b0922	mukF	973542	974864	+	441	1787152	mukF protein (killing factor KICB)	560	ORF
923	b0923	mukE	974872	975549	+	226	1787153	orf, hypothetical protein	560	ORF
924	b0924	mukB	975549	980009	+	1487	1787154	kinesin-like cell division protein involved in chromosome partitioning	560	ORF
925	b0925	ycbB	980270	982117	+	616	1787155	putative amidase	561	ORF
926	b0926	ycbK	982298	982846	+	183	1787157	orf, hypothetical protein	562	ORF
927	b0927	ycbL	982873	983520	+	216	1787158	orf, hypothetical protein	562	ORF
928	b0928	aspC	983742	984932	-	397	1787159	aspartate aminotransferase	563	ORF
929	b0929	ompF	985117	986205	-	363	1787160	outer membrane protein 1a (Ia;b;F)	564	ORF
930	b0930	asnS	986808	988208	-	467	1787161	asparagine tRNA synthetase	565	ORF
931	b0931	pncB	988377	989579	-	401	1787162	nicotinate phosphoribosyltransferase	566	ORF
932	b0932	pepN	989845	992457	+	871	1787163	aminopeptidase N	567	ORF
933	b0933	ssuB	992500	993267	-	256	1787164	Probable component of ABC transporter	568	ORF
934	b0934	ssuC	993264	994100	-	279	1787165	Probable component of ABC transporter	568	ORF
935	b0935	ssuD	994066	995211	-	382	1787166	Alkanesulfonate monooxygenase	568	ORF
936	b0936	ssuA	995208	996209	-	334	1787167	Probable component of ABC transporter	568	ORF
937	b0937	ssuE	996160	996735	-	192	1787168	Reducing enzyme for SsuD	568	ORF
938	b0938	ycbQ	997082	997630	+	183	1787170	putative fimbrial-like protein	569	ORF
939	b0939	ycbR	997713	998414	+	234	1787171	putative chaperone	570	ORF
940	b0940	ycbS	998439	1001039	+	867	1787172	putative outer membrane protein	570	ORF
941	b0941	b0941	1001030	1002100	+	357	1787173	homolog of Salmonella FimH protein	570	ORF
942	b0942	b0942	1002112	1002654	+	181	1787174	putative fimbrial-like protein	570	ORF
943	b0943	b0943	1002614	1003177	+	188	1787175	putative fimbrial-like protein	570	ORF
944	b0944	ycbF	1003143	1003880	+	246	1787176	putative chaperone	570	ORF
945	b0945	pyrD	1003991	1005001	+	337	1787177	dihydro-orotate dehydrogenase	571	ORF
946	b0946	ycbW	1005139	1005717	+	193	1787178	orf, hypothetical protein	572	ORF
947	b0947	b0947	1005714	1006823	-	370	1787179	orf, hypothetical protein	573	ORF
948	b0948	ycbY	1007067	1009175	+	703	1787181	putative oxidoreductase	574	ORF
949	b0949	uup	1009187	1011094	+	636	1787182	putative ATP-binding component of a transport system	574	ORF
950	b0950	pqiA	1011224	1012477	+	418	1787183	paraquat-inducible protein A	575	ORF
951	b0951	pqiB	1012482	1014122	+	547	1787184	paraquat-inducible protein B	575	ORF
952	b0952	ymbA	1014134	1014682	+	183	1787185	orf, hypothetical protein	575	ORF
953	b0953	rmf	1014938	1015105	+	56	1787186	ribosome modulation factor	576	ORF
954	b0954	fabA	1015175	1015693	-	173	1787187	beta-hydroxydecanoyl thioester dehydrase, trans-2-decenoyl-ACP isomerase	577	ORF
955	b0955	b0955	1015762	1017522	-	587	1787188	putative ATP-dependent protease	578	ORF
956	b0956	ycbG	1017708	1018160	+	151	1787190	putative dehydrogenase	579	ORF
957	b0957	ompA	1018236	1019276	-	347	1787191	outer membrane protein 3a (II*;G;d)	580	ORF
958	b0958	sulA	1019633	1020142	-	170	1787192	suppressor of lon; inhibits cell division and ftsZ ring formation	581	ORF
959	b0959	b0959	1020361	1020990	+	210	1787193	orf, hypothetical protein	582	ORF
960	b0960	b0960	1020953	1023115	-	721	1787194	orf, hypothetical protein	583	ORF
961	b0961	yccF	1023125	1023571	-	149	1787195	orf, hypothetical protein	583	ORF
962	b0962	helD	1023694	1025748	+	685	1787196	DNA helicase IV	584	ORF
963	b0963	mgsA	1025780	1026247	-	156	1787197	methylglyoxal synthase	585	ORF
964	b0964	b0964	1026334	1026996	-	221	1787198	orf, hypothetical protein	586	ORF
965	b0965	b0965	1027088	1027582	+	165	1787199	orf, hypothetical protein	587	ORF
966	b0966	yccV	1027627	1027995	-	123	1787200	orf, hypothetical protein	588	ORF
967	b0967	b0967	1028002	1029105	-	368	1787201	putative oxidoreductase	588	ORF
968	b0968	b0968	1029287	1029565	+	93	1787203	orf, hypothetical protein	589	ORF
969	b0969	yccK	1029562	1029948	-	129	1787204	putative sulfite reductase (EC 1.8.-.-)	590	ORF
970	b0970	yccA	1029982	1030641	-	220	1787205	putative carrier/transport protein	590	ORF
971	b0971	serT	1030848	1030935	-	0	0	tRNA-Ser	0	tRNA
972	b0972	hyaA	1031362	1032480	+	373	1787206	hydrogenase-1 small subunit	591	ORF
973	b0973	hyaB	1032477	1034270	+	598	1787207	hydrogenase-1 large subunit	591	ORF
974	b0974	hyaC	1034289	1034996	+	236	1787208	probable Ni/Fe-hydrogenase 1 b-type cytochrome subunit	591	ORF
975	b0975	hyaD	1034993	1035580	+	196	1787209	processing of HyaA and HyaB proteins	591	ORF
976	b0976	hyaE	1035577	1035975	+	133	1787210	processing of HyaA and HyaB proteins	591	ORF
977	b0977	hyaF	1035972	1036829	+	286	1787211	nickel incorporation into hydrogenase-1 proteins	591	ORF
978	b0978	appC	1036963	1038507	+	515	1787212	probable third cytochrome oxidase, subunit I	592	ORF
979	b0979	appB	1038519	1039655	+	379	1787213	probable third cytochrome oxidase, subunit II	592	ORF
980	b0980	appA	1039840	1041138	+	433	1787215	phosphoanhydride phosphorylase; pH 2.5 acid phosphatase; periplasmic	592	ORF
981	b0981	yccC	1041253	1043433	-	727	1787216	orf, hypothetical protein	593	ORF
982	b0982	yccY	1043453	1043911	-	153	1787217	putative phosphatase	593	ORF
983	b0983	yccZ	1043887	1045026	-	380	1787218	putative function in exopolysaccharide production	593	ORF
984	b0984	ymcA	1045072	1047168	-	699	1787219	orf, hypothetical protein	593	ORF
985	b0985	ymcB	1047168	1047914	-	249	1787220	orf, hypothetical protein	593	ORF
986	b0986	ymcC	1047911	1048555	-	215	1787221	putative regulator	593	ORF
987	b0987	ymcD	1048662	1048985	-	108	1787222	orf, hypothetical protein	594	ORF
988	b0988	insB_4	1049250	1049753	+	168	1787223	IS1 protein InsB	595	ORF
989	b0989	cspH	1050186	1050398	-	71	2367112	cold shock-like protein	596	ORF
990	b0990	cspG	1050684	1050896	+	71	2367114	homolog of Salmonella cold shock protein	597	ORF
991	b0991	sfa	1051070	1051300	+	77	1787225	suppresses fabA and ts growth mutation	598	ORF
992	b0992	yccM	1051512	1052585	-	358	1787226	orf, hypothetical protein	599	ORF
993	b0993	torS	1052657	1055371	-	905	1787227	sensor protein torS (regulator TorR)	600	ORF
994	b0994	torT	1055484	1056512	+	343	1787228	part of regulation of tor operon, periplasmic	601	ORF
995	b0995	torR	1056485	1057177	-	231	1787229	response transcriptional regulator for torA (sensor TorS)	602	ORF
996	b0996	torC	1057307	1058479	+	391	1787230	trimethylamine N-oxide reductase, cytochrome c-type subunit	603	ORF
997	b0997	torA	1058479	1061025	+	849	1787231	trimethylamine N-oxide reductase subunit	603	ORF
998	b0998	torD	1061022	1061621	+	200	1787232	part of trimethylamine-N-oxide oxidoreductase	603	ORF
999	b0999	yccD	1061773	1062078	-	102	1787234	orf, hypothetical protein	604	ORF
1000	b1000	cbpA	1062078	1062998	-	307	1787235	curved DNA-binding protein; functions closely related to DnaJ	604	ORF
1001	b1001	yccE	1063259	1064515	+	419	1787236	orf, hypothetical protein	605	ORF
1002	b1002	agp	1064808	1066049	+	414	1787237	periplasmic glucose-1-phosphatase	606	ORF
1003	b1003	yccJ	1066087	1066314	-	76	1787238	orf, hypothetical protein	607	ORF
1004	b1004	wrbA	1066335	1066931	-	199	1787239	trp repressor binding protein; affects association of trp repressor and operator	607	ORF
1005	b1005	ycdF	1067141	1067371	+	77	1787240	orf, hypothetical protein	608	ORF
1006	b1006	ycdG	1067734	1069128	-	465	1787241	putative transport protein	609	ORF
1007	b1007	b1007	1069083	1069541	-	153	1787242	orf, hypothetical protein	609	ORF
1008	b1008	b1008	1069588	1070178	-	197	1787243	putative enzyme	609	ORF
1009	b1009	b1009	1070188	1070988	-	267	1787244	putative acetyltransferase	609	ORF
1010	b1010	b1010	1070996	1071382	-	129	1787245	orf, hypothetical protein	609	ORF
1011	b1011	b1011	1071394	1072128	-	245	1787246	putative synthetase	609	ORF
1012	b1012	b1012	1072086	1073234	-	383	1787247	orf, hypothetical protein	609	ORF
1013	b1013	ycdC	1073465	1074103	+	213	1787249	putative tet operon regulator	610	ORF
1014	b1014	putA	1074143	1078105	-	1321	1787250	proline dehydrogenase, P5C dehydrogenase	611	ORF
1015	b1015	putP	1078528	1080036	+	503	1787251	major sodium/proline symporter	612	ORF
1016	b1016	b1016	1080570	1080689	+	40	1787252	orf, hypothetical protein	613	ORF
1017	b1017	b1017	1080677	1081408	+	244	1787253	putative cytochrome	613	ORF
1018	b1018	ycdO	1081466	1082593	+	376	1787254	orf, hypothetical protein	614	ORF
1019	b1019	ycdB	1082599	1083870	+	424	1787255	orf, hypothetical protein	614	ORF
1020	b1020	phoH	1084215	1085279	+	355	1787257	PhoB-dependent, ATP-binding pho regulon component; may be helicase; induced by P starvation	615	ORF
1021	b1021	ycdP	1085329	1085742	-	138	1787258	orf, hypothetical protein	616	ORF
1022	b1022	ycdQ	1085744	1087069	-	442	1787259	orf, hypothetical protein	616	ORF
1023	b1023	ycdR	1087062	1089080	-	673	1787260	orf, hypothetical protein	616	ORF
1024	b1024	ycdS	1089089	1091512	-	808	1787261	putative outer membrane protein	616	ORF
1025	b1025	ycdT	1092099	1093457	+	453	1787262	orf, hypothetical protein	617	ORF
1026	b1026	tra5_3	1093498	1094364	-	289	1787263	IS3 putative transposase	618	ORF
1027	b1027	b1027	1094361	1094669	-	103	1787264	orf, hypothetical protein	618	ORF
1028	b1028	b1028	1094746	1095069	+	108	1787266	orf, hypothetical protein	619	ORF
1029	b1029	ycdU	1095066	1096052	+	329	1787267	orf, hypothetical protein	619	ORF
1030	b1030	b1030	1096171	1096422	+	84	1787268	orf, hypothetical protein	620	ORF
1031	b1031	ycdV	1096190	1096603	+	138	1787269	putative ribosomal protein	620	ORF
1033	b1033	ycdW	1097070	1098047	+	326	1787270	putative dehydrogenase	621	ORF
1034	b1034	ycdX	1098102	1098839	+	246	1787271	orf, hypothetical protein	622	ORF
1035	b1035	ycdY	1098863	1099417	+	185	1787272	putative oxidoreductase component	622	ORF
1036	b1036	ycdZ	1099471	1100010	+	180	1787273	orf, hypothetical protein	623	ORF
1037	b1037	csgG	1100074	1100907	-	278	1787274	curli production assembly/transport component, 2nd curli operon	624	ORF
1038	b1038	csgF	1100934	1101350	-	139	1787275	curli production assembly/transport component, 2nd curli operon	624	ORF
1039	b1039	csgE	1101375	1101764	-	130	1787276	curli production assembly/transport component, 2nd curli operon	624	ORF
1040	b1040	csgD	1101769	1102419	-	217	1787277	putative 2-component transcriptional regulator for 2nd curli operon	624	ORF
1041	b1041	csgB	1103174	1103629	+	152	1787278	minor curlin subunit precursor, similar ro CsgA	625	ORF
1042	b1042	csgA	1103670	1104125	+	152	1787279	curlin major subunit, coiled surface structures; cryptic	625	ORF
1043	b1043	csgC	1104184	1104516	+	111	1787280	putative curli production protein	626	ORF
1044	b1044	b1044	1104637	1104948	+	104	1787281	orf, hypothetical protein	627	ORF
1045	b1045	b1045	1105043	1105576	+	178	1787283	putative polyprotein	628	ORF
1046	b1046	ymdC	1105518	1106999	+	494	1787284	putative synthase	628	ORF
1047	b1047	mdoC	1107007	1108164	-	386	1787285	Essential for succinylation of osmoregulated periplasmic glucans	629	ORF
1048	b1048	mdoG	1108558	1110093	+	512	1787286	periplasmic glucans biosynthesis protein	630	ORF
1049	b1049	mdoH	1110086	1112629	+	848	1787287	membrane glycosyltransferase; synthesis of membrane-derived oligosaccharide (MDO)	630	ORF
1050	b1050	yceK	1112802	1113029	+	76	1787288	orf, hypothetical protein	631	ORF
1051	b1051	msyB	1113030	1113407	-	126	1787289	acidic protein suppresses mutants lacking function of protein export	632	ORF
1052	b1052	b1052	1113434	1113532	-	33	1787290	orf, hypothetical protein	632	ORF
1053	b1053	yceE	1113487	1114713	-	409	1787291	putative transport protein	632	ORF
1054	b1054	htrB	1114885	1115805	-	307	1787292	heat shock protein	633	ORF
1055	b1055	yceA	1116030	1117082	+	351	1787294	orf, hypothetical protein	634	ORF
1056	b1056	yceI	1117124	1117699	-	192	1787295	orf, hypothetical protein	635	ORF
1057	b1057	b1057	1117703	1118269	-	189	1787296	putative cytochrome	635	ORF
1058	b1058	yceO	1118530	1118670	-	47	1787297	orf, hypothetical protein	636	ORF
1059	b1059	solA	1118691	1119809	-	373	1787298	sarcosine oxidase-like protein	636	ORF
1060	b1060	yceP	1119924	1120178	-	85	1787299	orf, hypothetical protein	637	ORF
1061	b1061	dinI	1120465	1120710	-	82	1787300	damage-inducible protein I	638	ORF
1062	b1062	pyrC	1120784	1121830	-	349	1787301	dihydro-orotase	639	ORF
1063	b1063	yceB	1121936	1122496	-	187	1787302	orf, hypothetical protein	640	ORF
1064	b1064	grxB	1122630	1123277	-	216	1787303	glutaredoxin 2	641	ORF
1065	b1065	yceL	1123341	1124579	-	413	1787304	orf, hypothetical protein	642	ORF
1066	b1066	rimJ	1124785	1125369	+	195	1787305	acetylation of N-terminal alanine of 30S ribosomal subunit protein S5	643	ORF
1067	b1067	yceH	1125380	1126027	+	216	1787306	orf, hypothetical protein	643	ORF
1068	b1068	mviM	1126029	1126952	+	308	1787307	putative virulence factor	643	ORF
1069	b1069	mviN	1127062	1128597	+	512	1787309	putative virulence factor	644	ORF
1070	b1070	flgN	1128637	1129053	-	139	1787310	protein of flagellar biosynthesis	645	ORF
1071	b1071	flgM	1129058	1129351	-	98	1787311	anti-FliA (anti-sigma) factor; also known as RflB protein	645	ORF
1072	b1072	flgA	1129427	1130086	-	220	1787312	flagellar biosynthesis; assembly of basal-body periplasmic P ring	645	ORF
1073	b1073	flgB	1130241	1130657	+	139	1787313	flagellar biosynthesis, cell-proximal portion of basal-body rod	646	ORF
1074	b1074	flgC	1130661	1131065	+	135	1787314	flagellar biosynthesis, cell-proximal portion of basal-body rod	646	ORF
1075	b1075	flgD	1131077	1131772	+	232	1787315	flagellar biosynthesis, initiation of hook assembly	646	ORF
1076	b1076	flgE	1131797	1133005	+	403	1787316	flagellar biosynthesis, hook protein	646	ORF
1077	b1077	flgF	1133025	1133780	+	252	1787317	flagellar biosynthesis, cell-proximal portion of basal-body rod	646	ORF
1078	b1078	flgG	1133952	1134734	+	261	1787318	flagellar biosynthesis, cell-distal portion of basal-body rod	646	ORF
1079	b1079	flgH	1134787	1135485	+	233	1787319	flagellar biosynthesis, basal-body outer-membrane L (lipopolysaccharide layer) ring protein	646	ORF
1080	b1080	flgI	1135497	1136594	+	366	1787320	homolog of Salmonella P-ring of flagella basal body	646	ORF
1081	b1081	flgJ	1136594	1137535	+	314	1787321	flagellar biosynthesis	646	ORF
1082	b1082	flgK	1137601	1139244	+	548	1787323	flagellar biosynthesis, hook-filament junction protein 1	646	ORF
1083	b1083	flgL	1139256	1140209	+	318	1787324	flagellar biosynthesis; hook-filament junction protein	647	ORF
1084	b1084	rne	1140405	1143590	-	1062	1787325	RNase E, membrane attachment, mRNA turnover, maturation 5S RNA	648	ORF
1085	b1085	b1085	1143671	1144045	+	125	1787326	orf, hypothetical protein	649	ORF
1086	b1086	yceC	1144163	1145122	+	320	1787327	orf, hypothetical protein	650	ORF
1087	b1087	yceF	1145234	1145857	-	208	1787328	orf, hypothetical protein	651	ORF
1088	b1088	yceD	1146017	1146538	+	174	1787329	orf, hypothetical protein	652	ORF
1089	b1089	rpmF	1146590	1146763	+	58	1787330	50S ribosomal subunit protein L32	653	ORF
1090	b1090	plsX	1146874	1147914	+	347	1787331	glycerolphosphate auxotrophy in plsB background	654	ORF
1091	b1091	fabH	1147982	1148935	+	318	1787333	3-oxoacyl-[acyl-carrier-protein] synthase III; acetylCoA ACP transacylase	655	ORF
1092	b1092	fabD	1148951	1149880	+	310	1787334	malonyl-CoA-[acyl-carrier-protein] transacylase	655	ORF
1093	b1093	fabG	1149893	1150627	+	245	1787335	3-oxoacyl-[acyl-carrier-protein] reductase	655	ORF
1094	b1094	acpP	1150838	1151074	+	79	1787336	acyl carrier protein	656	ORF
1095	b1095	fabF	1151162	1152403	+	414	1787337	3-oxoacyl-[acyl-carrier-protein] synthase II	656	ORF
1096	b1096	pabC	1152523	1153332	+	270	1787338	4-amino-4-deoxychorismate lyase	657	ORF
1097	b1097	yceG	1153335	1154357	+	341	1787339	putative thymidylate kinase (EC 2.7.4.9)	657	ORF
1098	b1098	tmk	1154347	1154988	+	214	1787340	thymidylate kinase	657	ORF
1099	b1099	holB	1154985	1155989	+	335	1787341	DNA polymerase III, delta prime subunit	657	ORF
1100	b1100	ycfH	1156000	1156797	+	266	1787342	orf, hypothetical protein	657	ORF
1101	b1101	ptsG	1157092	1158525	+	478	1787343	PTS system, glucose-specific IIBC component	658	ORF
1102	b1102	fhuE	1158585	1160774	-	730	1787344	outer membrane receptor for ferric iron uptake	659	ORF
1103	b1103	ycfF	1161108	1161467	+	120	1787346	orf, hypothetical protein	660	ORF
1104	b1104	ycfL	1161470	1161847	+	126	1787347	orf, hypothetical protein	660	ORF
1105	b1105	ycfM	1161861	1162502	+	214	1787348	orf, hypothetical protein	660	ORF
1106	b1106	ycfN	1162483	1163307	+	275	1787349	putative beta-glucosidase (EC 3.2.1.21)	660	ORF
1107	b1107	ycfO	1163318	1164343	+	342	1787350	orf, hypothetical protein	660	ORF
1108	b1108	ycfP	1164309	1164908	+	200	1787351	orf, hypothetical protein	660	ORF
1109	b1109	ndh	1165308	1166612	+	435	1787352	respiratory NADH dehydrogenase	661	ORF
1110	b1110	ycfJ	1166822	1167361	+	180	1787353	orf, hypothetical protein	662	ORF
1111	b1111	ycfQ	1167423	1168133	-	237	1787354	orf, hypothetical protein	663	ORF
1112	b1112	ycfR	1168296	1168553	+	86	1787355	orf, hypothetical protein	664	ORF
1113	b1113	ycfS	1168635	1169597	-	321	1787356	orf, hypothetical protein	665	ORF
1114	b1114	mfd	1169741	1173187	-	1149	1787357	transcription-repair coupling factor; mutation frequency decline	666	ORF
1115	b1115	ycfT	1173315	1174388	-	358	1787359	orf, hypothetical protein	667	ORF
1116	b1116	ycfU	1174650	1175849	+	400	1787360	orf, hypothetical protein	668	ORF
1117	b1117	ycfV	1175857	1176543	+	229	1787361	putative ATP-binding component of a transport system	668	ORF
1118	b1118	ycfW	1176543	1177787	+	415	1787362	putative kinase	668	ORF
1119	b1119	ycfX	1177816	1178727	+	304	1787363	putative NAGC-like transcriptional regulator	668	ORF
1120	b1120	cobB	1178743	1179582	+	280	1787364	putative nicotinic acid mononucleotide:5,6-dimethylbenzimidazole (DMB) phosphoribosyltransferase	668	ORF
1121	b1121	b1121	1179702	1180490	-	263	1787365	homolog of virulence factor	669	ORF
1122	b1122	ymfA	1180487	1180957	-	157	1787366	orf, hypothetical protein	669	ORF
1123	b1123	potD	1181006	1182052	-	349	1787367	spermidine/putrescine periplasmic transport protein	670	ORF
1124	b1124	potC	1182049	1182843	-	265	1787368	spermidine/putrescine transport system permease	670	ORF
1125	b1125	potB	1182840	1183667	-	276	1787369	spermidine/putrescine transport system permease	670	ORF
1126	b1126	potA	1183681	1184817	-	379	1787370	ATP-binding component of spermidine/putrescine transport	670	ORF
1127	b1127	pepT	1185067	1186293	+	409	1787372	putative peptidase T	671	ORF
1128	b1128	ycfD	1186342	1187472	-	377	1787373	orf, hypothetical protein	672	ORF
1129	b1129	phoQ	1187539	1188999	-	487	1787374	sensor protein PhoQ	673	ORF
1130	b1130	phoP	1188999	1189670	-	224	1787375	transcriptional regulatory protein	673	ORF
1131	b1131	purB	1189839	1191209	-	457	1787376	adenylosuccinate lyase	674	ORF
1132	b1132	ycfC	1191213	1191854	-	214	1787377	orf, hypothetical protein	675	ORF
1133	b1133	ycfB	1191890	1193041	-	384	1787378	orf, hypothetical protein	675	ORF
1134	b1134	b1134	1193050	1193511	-	154	1787379	putative phosphohydrolase	675	ORF
1135	b1135	ymfC	1193521	1194144	-	208	1787380	orf, hypothetical protein	675	ORF
1136	b1136	icdA	1194346	1195596	+	417	1787381	isocitrate dehydrogenase, specific for NADP+	676	ORF
1137	b1137	ymfD	1196090	1196755	-	222	1787383	orf, hypothetical protein	677	ORF
1138	b1138	ymfE	1196756	1197460	-	235	1787384	orf, hypothetical protein	677	ORF
1139	b1139	lit	1197918	1198811	+	298	1787385	phage T4 late gene expression; at locus of e14 element	678	ORF
1140	b1140	intE	1198902	1200029	-	376	1787386	prophage e14 integrase	679	ORF
1141	b1141	b1141	1200010	1200255	-	82	1787387	orf, hypothetical protein	679	ORF
1142	b1142	ymfH	1200292	1200603	-	104	1787388	orf, hypothetical protein	679	ORF
1143	b1143	ymfI	1200675	1201061	+	129	1787389	orf, hypothetical protein	680	ORF
1144	b1144	ymfJ	1200999	1201283	-	95	1787390	orf, hypothetical protein	681	ORF
1145	b1145	b1145	1201482	1202156	-	225	1787391	putative phage repressor	682	ORF
1146	b1146	b1146	1201944	1202447	+	168	1787392	orf, hypothetical protein	683	ORF
1147	b1147	ymfL	1202479	1203048	+	190	1787393	orf, hypothetical protein	683	ORF
1148	b1148	ymfM	1203045	1203383	+	113	1787394	orf, hypothetical protein	683	ORF
1149	b1149	ymfN	1203393	1204760	+	456	1787395	orf, hypothetical protein	683	ORF
1150	b1150	ymfR	1204772	1204954	+	61	1787396	orf, hypothetical protein	683	ORF
1151	b1151	ymfO	1204954	1205427	+	158	1787397	orf, hypothetical protein	683	ORF
1152	b1152	b1152	1205354	1206145	+	264	1787398	orf, hypothetical protein	683	ORF
1153	b1153	b1153	1206136	1206720	+	195	1787399	orf, hypothetical protein	683	ORF
1154	b1154	ycfK	1206724	1207353	+	210	1787400	orf, hypothetical protein	683	ORF
1155	b1155	b1155	1207355	1207768	+	138	1787401	orf, hypothetical protein	683	ORF
1156	b1156	ycfA	1207740	1208342	-	201	1787402	orf, hypothetical protein	684	ORF
1157	b1157	b1157	1208342	1208881	-	180	1787403	putative tail fiber protein	684	ORF
1158	b1158	pin	1208908	1209462	+	185	1787404	inversion of adjacent DNA; at locus of e14 element	685	ORF
1159	b1159	mcrA	1209569	1210402	+	278	1787406	restriction of DNA at 5-methylcytosine residues; at locus of e14 element	686	ORF
1160	b1160	ycgW	1210903	1211226	-	108	1787407	orf, hypothetical protein	687	ORF
1161	b1161	ycgX	1211926	1212330	-	135	1787408	orf, hypothetical protein	688	ORF
1162	b1162	ycgE	1212551	1213282	-	244	1787409	putative transcriptional regulator	689	ORF
1163	b1163	b1163	1213487	1214698	-	404	1787410	orf, hypothetical protein	690	ORF
1164	b1164	ycgZ	1215012	1215248	+	79	1787411	orf, hypothetical protein	691	ORF
1165	b1165	ymgA	1215291	1215563	+	91	1787412	orf, hypothetical protein	691	ORF
1166	b1166	ymgB	1215592	1215858	+	89	1787413	orf, hypothetical protein	691	ORF
1167	b1167	ymgC	1215971	1216219	+	83	1787414	orf, hypothetical protein	692	ORF
1168	b1168	b1168	1216509	1218074	+	522	1787415	putative proteases	693	ORF
1169	b1169	b1169	1218824	1220344	+	507	1787416	putative ATP-binding component of a transport system	694	ORF
1170	b1170	b1170	1220429	1221445	+	339	1787418	putative part of putative ATP-binding component of a transport system	695	ORF
1171	b1171	b1171	1221528	1221863	-	112	1787419	orf, hypothetical protein	696	ORF
1172	b1172	b1172	1221867	1222151	-	95	1787420	orf, hypothetical protein	696	ORF
1173	b1173	b1173	1222918	1223130	+	71	1787421	orf, hypothetical protein	697	ORF
1174	b1174	minE	1223502	1223768	-	89	1787422	cell division topological specificity factor, reverses MinC inhibition of ftsZ ring formation	698	ORF
